class_idx,class_name,total,correct,accuracy
693,paddle,50,29,0.5799999833106995
694,paddlewheel,50,43,0.8600000143051147
695,padlock,50,37,0.7400000095367432
696,paintbrush,50,28,0.5600000023841858
697,pajama,50,30,0.6000000238418579
698,palace,50,36,0.7200000286102295
699,panpipe,50,39,0.7799999713897705
700,paper towel,50,26,0.5199999809265137
701,parachute,50,44,0.8799999952316284
702,parallel bars,50,36,0.7200000286102295
703,park bench,50,35,0.699999988079071
704,parking meter,50,40,0.800000011920929
705,passenger car,50,24,0.47999998927116394
706,patio,50,28,0.5600000023841858
707,pay-phone,50,35,0.699999988079071
708,pedestal,50,31,0.6200000047683716
709,pencil box,50,33,0.6600000262260437
710,pencil sharpener,50,23,0.46000000834465027
711,perfume,50,26,0.5199999809265137
712,Petri dish,50,26,0.5199999809265137
713,photocopier,50,45,0.8999999761581421
714,pick,50,34,0.6800000071525574
715,pickelhaube,50,38,0.7599999904632568
716,picket fence,50,45,0.8999999761581421
717,pickup,50,29,0.5799999833106995
718,pier,50,28,0.5600000023841858
719,piggy bank,50,41,0.8199999928474426
720,pill bottle,50,34,0.6800000071525574
721,pillow,50,34,0.6800000071525574
722,ping-pong ball,50,40,0.800000011920929
723,pinwheel,50,42,0.8399999737739563
724,pirate,50,39,0.7799999713897705
725,pitcher,50,18,0.36000001430511475
726,plane,50,42,0.8399999737739563
727,planetarium,50,42,0.8399999737739563
728,plastic bag,50,17,0.3400000035762787
729,plate rack,50,24,0.47999998927116394
730,plow,50,38,0.7599999904632568
731,plunger,50,15,0.30000001192092896
732,Polaroid camera,50,42,0.8399999737739563
733,pole,50,18,0.36000001430511475
734,police van,50,42,0.8399999737739563
735,poncho,50,32,0.6399999856948853
736,pool table,50,41,0.8199999928474426
737,pop bottle,50,27,0.5400000214576721
738,pot,50,40,0.800000011920929
739,potter's wheel,50,43,0.8600000143051147
740,power drill,50,10,0.20000000298023224
741,prayer rug,50,32,0.6399999856948853
742,printer,50,18,0.36000001430511475
743,prison,50,28,0.5600000023841858
744,projectile,50,15,0.30000001192092896
745,projector,50,28,0.5600000023841858
746,puck,50,44,0.8799999952316284
747,punching bag,50,26,0.5199999809265137
748,purse,50,19,0.3799999952316284
749,quill,50,33,0.6600000262260437
750,quilt,50,31,0.6200000047683716
751,racer,50,38,0.7599999904632568
752,racket,50,39,0.7799999713897705
753,radiator,50,35,0.699999988079071
754,radio,50,22,0.4399999976158142
755,radio telescope,50,45,0.8999999761581421
756,rain barrel,50,38,0.7599999904632568
757,recreational vehicle,50,42,0.8399999737739563
758,reel,50,30,0.6000000238418579
759,reflex camera,50,36,0.7200000286102295
760,refrigerator,50,39,0.7799999713897705
761,remote control,50,33,0.6600000262260437
762,restaurant,50,21,0.41999998688697815
763,revolver,50,42,0.8399999737739563
764,rifle,50,18,0.36000001430511475
765,rocking chair,50,32,0.6399999856948853
766,rotisserie,50,43,0.8600000143051147
767,rubber eraser,50,24,0.47999998927116394
768,rugby ball,50,38,0.7599999904632568
769,rule,50,32,0.6399999856948853
770,running shoe,50,35,0.699999988079071
771,safe,50,39,0.7799999713897705
772,safety pin,50,23,0.46000000834465027
773,saltshaker,50,27,0.5400000214576721
774,sandal,50,33,0.6600000262260437
775,sarong,50,30,0.6000000238418579
776,sax,50,31,0.6200000047683716
777,scabbard,50,33,0.6600000262260437
778,scale,50,25,0.5
779,school bus,50,46,0.9200000166893005
780,schooner,50,37,0.7400000095367432
781,scoreboard,50,45,0.8999999761581421
782,screen,50,8,0.1599999964237213
783,screw,50,46,0.9200000166893005
784,screwdriver,50,13,0.25999999046325684
785,seat belt,50,38,0.7599999904632568
786,sewing machine,50,37,0.7400000095367432
787,shield,50,25,0.5
788,shoe shop,50,38,0.7599999904632568
789,shoji,50,42,0.8399999737739563
790,shopping basket,50,24,0.47999998927116394
791,shopping cart,50,37,0.7400000095367432
792,shovel,50,24,0.47999998927116394
793,shower cap,50,32,0.6399999856948853
794,shower curtain,50,29,0.5799999833106995
795,ski,50,34,0.6800000071525574
796,ski mask,50,32,0.6399999856948853
797,sleeping bag,50,32,0.6399999856948853
798,slide rule,50,31,0.6200000047683716
799,sliding door,50,18,0.36000001430511475
800,slot,50,45,0.8999999761581421
801,snorkel,50,45,0.8999999761581421
802,snowmobile,50,44,0.8799999952316284
803,snowplow,50,43,0.8600000143051147
804,soap dispenser,50,23,0.46000000834465027
805,soccer ball,50,44,0.8799999952316284
806,sock,50,29,0.5799999833106995
807,solar dish,50,34,0.6800000071525574
808,sombrero,50,21,0.41999998688697815
809,soup bowl,50,19,0.3799999952316284
810,space bar,50,7,0.14000000059604645
811,space heater,50,24,0.47999998927116394
812,space shuttle,50,45,0.8999999761581421
813,spatula,50,8,0.1599999964237213
814,speedboat,50,48,0.9599999785423279
815,spider web,50,33,0.6600000262260437
816,spindle,50,38,0.7599999904632568
817,sports car,50,24,0.47999998927116394
818,spotlight,50,16,0.3199999928474426
819,stage,50,36,0.7200000286102295
820,steam locomotive,50,49,0.9800000190734863
821,steel arch bridge,50,42,0.8399999737739563
822,steel drum,50,35,0.699999988079071
823,stethoscope,50,23,0.46000000834465027
824,stole,50,25,0.5
825,stone wall,50,39,0.7799999713897705
826,stopwatch,50,27,0.5400000214576721
827,stove,50,23,0.46000000834465027
828,strainer,50,29,0.5799999833106995
829,streetcar,50,41,0.8199999928474426
830,stretcher,50,23,0.46000000834465027
831,studio couch,50,36,0.7200000286102295
832,stupa,50,41,0.8199999928474426
833,submarine,50,39,0.7799999713897705
834,suit,50,24,0.47999998927116394
835,sundial,50,31,0.6200000047683716
836,sunglass,50,12,0.23999999463558197
837,sunglasses,50,12,0.23999999463558197
838,sunscreen,50,9,0.18000000715255737
839,suspension bridge,50,29,0.5799999833106995
840,swab,50,38,0.7599999904632568
841,sweatshirt,50,14,0.2800000011920929
842,swimming trunks,50,29,0.5799999833106995
843,swing,50,35,0.699999988079071
844,switch,50,27,0.5400000214576721
845,syringe,50,21,0.41999998688697815
846,table lamp,50,25,0.5
847,tank,50,39,0.7799999713897705
848,tape player,50,14,0.2800000011920929
849,teapot,50,34,0.6800000071525574
850,teddy,50,40,0.800000011920929
851,television,50,24,0.47999998927116394
852,tennis ball,50,38,0.7599999904632568
853,thatch,50,42,0.8399999737739563
854,theater curtain,50,41,0.8199999928474426
855,thimble,50,31,0.6200000047683716
856,thresher,50,29,0.5799999833106995
857,throne,50,33,0.6600000262260437
858,tile roof,50,35,0.699999988079071
859,toaster,50,31,0.6200000047683716
860,tobacco shop,50,18,0.36000001430511475
861,toilet seat,50,35,0.699999988079071
862,torch,50,32,0.6399999856948853
863,totem pole,50,46,0.9200000166893005
864,tow truck,50,24,0.47999998927116394
865,toyshop,50,29,0.5799999833106995
866,tractor,50,38,0.7599999904632568
867,trailer truck,50,37,0.7400000095367432
868,tray,50,24,0.47999998927116394
869,trench coat,50,29,0.5799999833106995
870,tricycle,50,33,0.6600000262260437
871,trimaran,50,35,0.699999988079071
872,tripod,50,30,0.6000000238418579
873,triumphal arch,50,47,0.9399999976158142
874,trolleybus,50,47,0.9399999976158142
875,trombone,50,29,0.5799999833106995
876,tub,50,13,0.25999999046325684
877,turnstile,50,37,0.7400000095367432
878,typewriter keyboard,50,37,0.7400000095367432
879,umbrella,50,23,0.46000000834465027
880,unicycle,50,29,0.5799999833106995
881,upright,50,40,0.800000011920929
882,vacuum,50,34,0.6800000071525574
883,vase,50,21,0.41999998688697815
884,vault,50,31,0.6200000047683716
885,velvet,50,7,0.14000000059604645
886,vending machine,50,47,0.9399999976158142
887,vestment,50,30,0.6000000238418579
888,viaduct,50,40,0.800000011920929
889,violin,50,30,0.6000000238418579
890,volleyball,50,42,0.8399999737739563
891,waffle iron,50,35,0.699999988079071
892,wall clock,50,29,0.5799999833106995
893,wallet,50,21,0.41999998688697815
894,wardrobe,50,34,0.6800000071525574
895,warplane,50,41,0.8199999928474426
896,washbasin,50,37,0.7400000095367432
897,washer,50,38,0.7599999904632568
898,water bottle,50,21,0.41999998688697815
899,water jug,50,6,0.11999999731779099
900,water tower,50,46,0.9200000166893005
901,whiskey jug,50,29,0.5799999833106995
902,whistle,50,28,0.5600000023841858
903,wig,50,42,0.8399999737739563
904,window screen,50,30,0.6000000238418579
905,window shade,50,29,0.5799999833106995
906,Windsor tie,50,14,0.2800000011920929
907,wine bottle,50,28,0.5600000023841858
908,wing,50,22,0.4399999976158142
909,wok,50,23,0.46000000834465027
910,wooden spoon,50,21,0.41999998688697815
911,wool,50,17,0.3400000035762787
912,worm fence,50,32,0.6399999856948853
913,wreck,50,42,0.8399999737739563
914,yawl,50,31,0.6200000047683716
915,yurt,50,45,0.8999999761581421
916,web site,50,48,0.9599999785423279
917,comic book,50,33,0.6600000262260437
918,crossword puzzle,50,42,0.8399999737739563
919,street sign,50,36,0.7200000286102295
920,traffic light,50,44,0.8799999952316284
921,book jacket,50,29,0.5799999833106995
922,menu,50,42,0.8399999737739563
923,plate,50,21,0.41999998688697815
924,guacamole,50,40,0.800000011920929
925,consomme,50,27,0.5400000214576721
926,hot pot,50,38,0.7599999904632568
927,trifle,50,47,0.9399999976158142
928,ice cream,50,31,0.6200000047683716
929,ice lolly,50,29,0.5799999833106995
930,French loaf,50,31,0.6200000047683716
931,bagel,50,27,0.5400000214576721
932,pretzel,50,35,0.699999988079071
933,cheeseburger,50,48,0.9599999785423279
934,hotdog,50,39,0.7799999713897705
935,mashed potato,50,36,0.7200000286102295
936,head cabbage,50,45,0.8999999761581421
937,broccoli,50,47,0.9399999976158142
938,cauliflower,50,44,0.8799999952316284
939,zucchini,50,39,0.7799999713897705
940,spaghetti squash,50,35,0.699999988079071
941,acorn squash,50,40,0.800000011920929
942,butternut squash,50,37,0.7400000095367432
943,cucumber,50,29,0.5799999833106995
944,artichoke,50,42,0.8399999737739563
945,bell pepper,50,43,0.8600000143051147
946,cardoon,50,45,0.8999999761581421
947,mushroom,50,19,0.3799999952316284
948,Granny Smith,50,41,0.8199999928474426
949,strawberry,50,31,0.6200000047683716
950,orange,50,36,0.7200000286102295
951,lemon,50,41,0.8199999928474426
952,fig,50,44,0.8799999952316284
953,pineapple,50,44,0.8799999952316284
954,banana,50,44,0.8799999952316284
955,jackfruit,50,48,0.9599999785423279
956,custard apple,50,45,0.8999999761581421
957,pomegranate,50,43,0.8600000143051147
958,hay,50,42,0.8399999737739563
959,carbonara,50,45,0.8999999761581421
960,chocolate sauce,50,29,0.5799999833106995
961,dough,50,23,0.46000000834465027
962,meat loaf,50,31,0.6200000047683716
963,pizza,50,38,0.7599999904632568
964,potpie,50,35,0.699999988079071
965,burrito,50,42,0.8399999737739563
966,red wine,50,31,0.6200000047683716
967,espresso,50,30,0.6000000238418579
968,cup,50,17,0.3400000035762787
969,eggnog,50,19,0.3799999952316284
970,alp,50,29,0.5799999833106995
971,bubble,50,36,0.7200000286102295
972,cliff,50,31,0.6200000047683716
973,coral reef,50,34,0.6800000071525574
974,geyser,50,45,0.8999999761581421
975,lakeside,50,25,0.5
976,promontory,50,25,0.5
977,sandbar,50,33,0.6600000262260437
978,seashore,50,17,0.3400000035762787
979,valley,50,39,0.7799999713897705
980,volcano,50,41,0.8199999928474426
981,ballplayer,50,41,0.8199999928474426
982,groom,50,38,0.7599999904632568
983,scuba diver,50,44,0.8799999952316284
984,rapeseed,50,49,0.9800000190734863
985,daisy,50,49,0.9800000190734863
986,yellow lady's slipper,50,50,1.0
987,corn,50,24,0.47999998927116394
988,acorn,50,45,0.8999999761581421
989,hip,50,45,0.8999999761581421
990,buckeye,50,44,0.8799999952316284
991,coral fungus,50,49,0.9800000190734863
992,agaric,50,43,0.8600000143051147
993,gyromitra,50,49,0.9800000190734863
994,stinkhorn,50,43,0.8600000143051147
995,earthstar,50,50,1.0
996,hen-of-the-woods,50,43,0.8600000143051147
997,bolete,50,34,0.6800000071525574
998,ear,50,25,0.5
999,toilet tissue,50,19,0.3799999952316284
